CLIENTE_NUMBER	FX_IDADE	CEP_GRUPO_RISCO	FX_RENDA	INDICADOR_RESTRITIVO	QTDE_CONSULTAS_CREDITO	RESPOSTA
1871	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
1872	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	0	1
1873	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
1874	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	1
1875	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
1876	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
1877	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
1878	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
1879	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	2	0
1880	sem informacao	(5) altissimo	(1) nao informado	0	0	0
1881	sem informacao	(5) altissimo	(1) nao informado	0	1	0
1882	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	0
1883	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	2	0
1884	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
1885	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
1886	(2) 25 a 34	(5) altissimo	(2) <1500	0	0	0
1887	sem informacao	(4) alto	(3) De 1500 a 2500	0	1	0
1888	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
1889	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
1890	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
1891	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
1892	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	1	2	0
1893	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
1894	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	0
1895	sem informacao	(3) medio	(3) De 1500 a 2500	0	3 ou mais	1
1896	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
1897	(5) >=46	(4) alto	(4) De 2501 a 5000	0	2	0
1898	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
1899	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
1900	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	0	0
1901	(3) 35 a 39	(2) baixo	(5) 5001 a 7000	0	1	0
1902	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	0	1
1903	(1) <=24	(2) baixo	(5) 5001 a 7000	0	1	0
1904	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
1905	(5) >=46	(5) altissimo	(2) <1500	0	0	0
1906	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
1907	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	2	0
1908	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
1909	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	1	0
1910	sem informacao	(5) altissimo	(1) nao informado	0	0	0
1911	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
1912	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	1	0
1913	(1) <=24	(5) altissimo	(4) De 2501 a 5000	0	0	0
1914	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
1915	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	0	0
1916	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
1917	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
1918	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	0
1919	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
1920	(3) 35 a 39	(5) altissimo	(2) <1500	0	1	0
1921	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	0	0
1922	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	1
1923	(3) 35 a 39	(4) alto	(2) <1500	0	3 ou mais	1
1924	sem informacao	(5) altissimo	(1) nao informado	0	0	1
1925	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
1926	sem informacao	(5) altissimo	(1) nao informado	0	0	0
1927	sem informacao	(5) altissimo	(1) nao informado	0	0	1
1928	sem informacao	(4) alto	(3) De 1500 a 2500	0	0	0
1929	(1) <=24	(4) alto	(4) De 2501 a 5000	0	1	0
1930	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	1
1931	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
1932	sem informacao	(5) altissimo	(1) nao informado	0	0	0
1933	sem informacao	(4) alto	(3) De 1500 a 2500	0	1	0
1934	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
1935	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
1936	sem informacao	(4) alto	(3) De 1500 a 2500	0	0	1
1937	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	2	0
1938	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
1939	(4) 40 a 45	(5) altissimo	(2) <1500	0	0	0
1940	sem informacao	(5) altissimo	(1) nao informado	0	0	1
1941	sem informacao	(4) alto	(4) De 2501 a 5000	0	0	0
1942	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
1943	(4) 40 a 45	(5) altissimo	(2) <1500	0	1	0
1944	sem informacao	(5) altissimo	(1) nao informado	0	1	0
1945	(4) 40 a 45	(4) alto	(5) 5001 a 7000	0	0	0
1946	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	1	0
1947	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
1948	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	0	0
1949	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
1950	sem informacao	(5) altissimo	(1) nao informado	0	0	1
1951	sem informacao	(5) altissimo	(1) nao informado	0	1	0
1952	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
1953	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
1954	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	1
1955	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	0
1956	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	1	0	0
1957	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
1958	sem informacao	(5) altissimo	(1) nao informado	0	1	0
1959	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
1960	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
1961	sem informacao	(5) altissimo	(1) nao informado	0	1	0
1962	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	1
1963	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	1	0
1964	sem informacao	(5) altissimo	(1) nao informado	0	3 ou mais	1
1965	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	1	0
1966	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	1	1
1967	sem informacao	(2) baixo	(3) De 1500 a 2500	0	1	1
1968	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	2	1
1969	sem informacao	(5) altissimo	(1) nao informado	0	0	1
1970	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
1971	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
1972	(3) 35 a 39	(5) altissimo	(3) De 1500 a 2500	0	0	0
1973	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
1974	sem informacao	(5) altissimo	(1) nao informado	0	0	0
1975	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
1976	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
1977	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	0	0
1978	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	1	0
1979	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
1980	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	1	0
1981	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
1982	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
1983	(3) 35 a 39	(2) baixo	(2) <1500	0	2	0
1984	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
1985	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
1986	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	0
1987	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
1988	sem informacao	(5) altissimo	(1) nao informado	0	1	0
1989	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
1990	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
1991	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
1992	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
1993	sem informacao	(5) altissimo	(1) nao informado	0	0	0
1994	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
1995	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
1996	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
1997	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
1998	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	1
1999	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2000	(5) >=46	(1) baissiximo	(3) De 1500 a 2500	0	0	0
2001	(1) <=24	(2) baixo	(5) 5001 a 7000	0	0	0
2002	(5) >=46	(3) medio	(4) De 2501 a 5000	0	2	0
2003	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2004	(5) >=46	(2) baixo	(4) De 2501 a 5000	1	0	0
2005	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
2006	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
2007	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	3 ou mais	0
2008	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
2009	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
2010	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
2011	sem informacao	(5) altissimo	(1) nao informado	0	1	1
2012	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2013	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2014	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2015	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2016	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
2017	sem informacao	(5) altissimo	(1) nao informado	0	0	0
2018	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	1
2019	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
2020	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
2021	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2022	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2023	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2024	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	0	0
2025	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	0	0
2026	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2027	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
2028	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
2029	sem informacao	(5) altissimo	(1) nao informado	0	1	0
2030	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	0
2031	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2032	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2033	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
2034	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2035	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
2036	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2037	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
2038	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2039	sem informacao	(5) altissimo	(4) De 2501 a 5000	0	0	0
2040	sem informacao	(5) altissimo	(1) nao informado	0	1	0
2041	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
2042	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2043	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
2044	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2045	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2046	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2047	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2048	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2049	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
2050	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	1
2051	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	2	0
2052	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
2053	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
2054	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
2055	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
2056	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
2057	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
2058	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2059	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2060	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	0
2061	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	1
2062	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	1	0
2063	(5) >=46	(1) baissiximo	(6) >7000	0	0	0
2064	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2065	(1) <=24	(1) baissiximo	(4) De 2501 a 5000	0	0	0
2066	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2067	(5) >=46	(2) baixo	(2) <1500	0	3 ou mais	1
2068	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	1
2069	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
2070	(5) >=46	(3) medio	(4) De 2501 a 5000	0	2	0
2071	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2072	(5) >=46	(5) altissimo	(1) nao informado	0	0	0
2073	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
2074	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	1
2075	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
2076	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
2077	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2078	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2079	sem informacao	(5) altissimo	(1) nao informado	0	1	0
2080	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
2081	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
2082	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2083	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
2084	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2085	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	1
2086	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	1	0
2087	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2088	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2089	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
2090	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	1
2091	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2092	(4) 40 a 45	(2) baixo	(5) 5001 a 7000	0	1	0
2093	(3) 35 a 39	(4) alto	(4) De 2501 a 5000	0	0	0
2094	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2095	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	0
2096	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
2097	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	1	0
2098	(1) <=24	(3) medio	(3) De 1500 a 2500	0	1	1
2099	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	1
2100	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2101	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
2102	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	0
2103	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	1	0
2104	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	3 ou mais	0
2105	(5) >=46	(4) alto	(3) De 1500 a 2500	0	2	0
2106	(2) 25 a 34	(1) baissiximo	(3) De 1500 a 2500	0	1	0
2107	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2108	(5) >=46	(3) medio	(5) 5001 a 7000	0	0	0
2109	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2110	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2111	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	0	0
2112	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	3 ou mais	1
2113	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2114	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2115	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2116	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2117	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
2118	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
2119	sem informacao	(5) altissimo	(1) nao informado	0	1	0
2120	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
2121	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2122	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
2123	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	0
2124	(5) >=46	(1) baissiximo	(6) >7000	0	0	0
2125	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
2126	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
2127	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
2128	sem informacao	(5) altissimo	(1) nao informado	0	1	1
2129	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
2130	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2131	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
2132	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	0	1
2133	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
2134	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	1	1	0
2135	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	3 ou mais	1
2136	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	3 ou mais	1
2137	(1) <=24	(3) medio	(3) De 1500 a 2500	0	1	0
2138	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
2139	sem informacao	(5) altissimo	(1) nao informado	0	0	0
2140	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	2	0
2141	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	1
2142	sem informacao	(5) altissimo	(1) nao informado	0	0	0
2143	(2) 25 a 34	(5) altissimo	(1) nao informado	0	0	0
2144	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	1
2145	(5) >=46	(1) baissiximo	(6) >7000	0	0	0
2146	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
2147	(1) <=24	(5) altissimo	(1) nao informado	0	1	0
2148	(1) <=24	(4) alto	(3) De 1500 a 2500	0	2	0
2149	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	2	0
2150	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2151	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
2152	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
2153	(2) 25 a 34	(1) baissiximo	(6) >7000	0	0	0
2154	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
2155	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
2156	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	1	1
2157	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2158	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2159	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2160	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
2161	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	1	0
2162	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
2163	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
2164	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2165	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2166	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	0	0
2167	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	1	0
2168	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2169	(3) 35 a 39	(2) baixo	(5) 5001 a 7000	0	0	0
2170	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2171	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	0	0
2172	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	1	0
2173	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	2	0
2174	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
2175	(5) >=46	(2) baixo	(6) >7000	0	0	0
2176	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2177	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2178	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	1
2179	(5) >=46	(3) medio	(3) De 1500 a 2500	0	3 ou mais	0
2180	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2181	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
2182	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
2183	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	1	0
2184	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
2185	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
2186	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2187	(1) <=24	(1) baissiximo	(4) De 2501 a 5000	0	1	1
2188	(5) >=46	(1) baissiximo	(3) De 1500 a 2500	0	0	0
2189	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
2190	sem informacao	(5) altissimo	(1) nao informado	0	0	0
2191	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2192	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	2	0
2193	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2194	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	3 ou mais	1
2195	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	2	0
2196	(5) >=46	(2) baixo	(2) <1500	0	0	0
2197	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	1	0
2198	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
2199	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	1
2200	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	2	0
2201	(5) >=46	(1) baissiximo	(6) >7000	0	2	0
2202	sem informacao	(5) altissimo	(1) nao informado	0	0	0
2203	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
2204	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2205	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2206	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
2207	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
2208	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2209	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
2210	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
2211	(2) 25 a 34	(3) medio	(5) 5001 a 7000	0	0	0
2212	(5) >=46	(3) medio	(5) 5001 a 7000	0	1	0
2213	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
2214	sem informacao	(5) altissimo	(1) nao informado	0	1	0
2215	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	2	1
2216	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	0	0
2217	(5) >=46	(1) baissiximo	(6) >7000	0	1	0
2218	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
2219	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2220	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2221	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	1	0
2222	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2223	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	1
2224	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2225	sem informacao	(5) altissimo	(1) nao informado	0	0	1
2226	sem informacao	(5) altissimo	(1) nao informado	0	3 ou mais	1
2227	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
2228	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
2229	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
2230	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	1
2231	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	1
2232	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
2233	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
2234	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
2235	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2236	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
2237	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
2238	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
2239	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
2240	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
2241	(4) 40 a 45	(2) baixo	(2) <1500	0	0	0
2242	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
2243	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	0	0
2244	(3) 35 a 39	(1) baissiximo	(5) 5001 a 7000	0	0	0
2245	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	0	0
2246	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
2247	sem informacao	(5) altissimo	(1) nao informado	0	0	0
2248	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2249	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	1
2250	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
2251	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
2252	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	2	0
