CLIENTE_NUMBER	FX_IDADE	CEP_GRUPO_RISCO	FX_RENDA	INDICADOR_RESTRITIVO	QTDE_CONSULTAS_CREDITO	RESPOSTA
41344	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
41345	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	1
41346	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	1
41347	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
41348	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	0	0
41349	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
41350	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
41351	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
41352	(3) 35 a 39	(5) altissimo	(4) De 2501 a 5000	0	0	0
41353	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	2	0
41354	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
41355	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	1
41356	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41357	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	3 ou mais	0
41358	(5) >=46	(1) baissiximo	(4) De 2501 a 5000	0	1	0
41359	(5) >=46	(2) baixo	(5) 5001 a 7000	0	2	0
41360	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	1	0	0
41361	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
41362	(2) 25 a 34	(5) altissimo	(1) nao informado	0	0	0
41363	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41364	(1) <=24	(4) alto	(3) De 1500 a 2500	0	1	0
41365	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41366	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	1	0
41367	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
41368	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41369	sem informacao	(5) altissimo	(1) nao informado	0	1	0
41370	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
41371	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	1
41372	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	1	0	1
41373	sem informacao	(5) altissimo	(1) nao informado	0	1	0
41374	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	1
41375	(2) 25 a 34	(4) alto	(2) <1500	0	0	1
41376	(1) <=24	(1) baissiximo	(5) 5001 a 7000	0	1	0
41377	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
41378	(5) >=46	(2) baixo	(6) >7000	0	0	0
41379	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	2	0
41380	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	2	0
41381	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	1	0
41382	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41383	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	1	0
41384	sem informacao	(5) altissimo	(1) nao informado	0	1	1
41385	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41386	(1) <=24	(2) baixo	(2) <1500	0	0	1
41387	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
41388	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
41389	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	0	1
41390	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
41391	(2) 25 a 34	(5) altissimo	(1) nao informado	0	0	0
41392	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
41393	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
41394	(1) <=24	(2) baixo	(5) 5001 a 7000	0	1	0
41395	(5) >=46	(4) alto	(5) 5001 a 7000	0	1	0
41396	(5) >=46	(4) alto	(2) <1500	0	2	0
41397	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	1
41398	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
41399	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
41400	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41401	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41402	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
41403	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
41404	sem informacao	(4) alto	(3) De 1500 a 2500	0	0	0
41405	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41406	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41407	(3) 35 a 39	(1) baissiximo	(6) >7000	0	2	0
41408	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	0	0
41409	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
41410	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	1
41411	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	0
41412	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	0	0
41413	(1) <=24	(2) baixo	(5) 5001 a 7000	0	1	0
41414	sem informacao	(2) baixo	(3) De 1500 a 2500	1	1	1
41415	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
41416	(5) >=46	(1) baissiximo	(6) >7000	0	1	0
41417	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	2	0
41418	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	2	1
41419	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
41420	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
41421	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	2	0
41422	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41423	sem informacao	(5) altissimo	(1) nao informado	0	3 ou mais	1
41424	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
41425	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
41426	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
41427	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	0	0
41428	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	1	0
41429	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41430	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	3 ou mais	0
41431	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41432	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41433	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	1
41434	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	0
41435	(2) 25 a 34	(2) baixo	(2) <1500	0	1	0
41436	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41437	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	3 ou mais	1
41438	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
41439	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
41440	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41441	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	1
41442	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
41443	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41444	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	1
41445	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	0	0
41446	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
41447	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
41448	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	2	0
41449	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	1	1
41450	(3) 35 a 39	(4) alto	(2) <1500	0	1	0
41451	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
41452	sem informacao	(5) altissimo	(1) nao informado	0	1	0
41453	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41454	(3) 35 a 39	(2) baixo	(4) De 2501 a 5000	0	1	0
41455	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
41456	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
41457	(3) 35 a 39	(2) baixo	(5) 5001 a 7000	0	0	0
41458	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
41459	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	2	0
41460	(1) <=24	(5) altissimo	(1) nao informado	0	0	1
41461	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
41462	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	2	0
41463	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
41464	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41465	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	1	0
41466	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	1
41467	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41468	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	1
41469	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	1
41470	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
41471	sem informacao	(5) altissimo	(1) nao informado	0	0	1
41472	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
41473	(5) >=46	(4) alto	(4) De 2501 a 5000	0	1	0
41474	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41475	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	3 ou mais	1
41476	sem informacao	(3) medio	(3) De 1500 a 2500	0	0	0
41477	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
41478	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41479	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41480	(1) <=24	(4) alto	(4) De 2501 a 5000	0	0	1
41481	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41482	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41483	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
41484	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
41485	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
41486	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	2	0
41487	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	3 ou mais	0
41488	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
41489	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	0
41490	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41491	(5) >=46	(3) medio	(4) De 2501 a 5000	0	1	0
41492	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	1
41493	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	2	0
41494	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
41495	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41496	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	0
41497	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	1
41498	(1) <=24	(4) alto	(5) 5001 a 7000	0	1	0
41499	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	0
41500	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
41501	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	1	1
41502	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
41503	(5) >=46	(4) alto	(2) <1500	0	1	0
41504	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
41505	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41506	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41507	(1) <=24	(2) baixo	(5) 5001 a 7000	0	0	0
41508	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41509	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
41510	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41511	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
41512	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
41513	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41514	sem informacao	(3) medio	(3) De 1500 a 2500	0	0	0
41515	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
41516	(4) 40 a 45	(2) baixo	(6) >7000	0	3 ou mais	0
41517	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41518	(5) >=46	(2) baixo	(2) <1500	0	2	0
41519	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
41520	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	3 ou mais	1
41521	(2) 25 a 34	(3) medio	(4) De 2501 a 5000	0	2	1
41522	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	1	0
41523	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41524	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
41525	(1) <=24	(4) alto	(2) <1500	0	0	1
41526	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41527	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	1	0
41528	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41529	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	1	0
41530	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41531	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
41532	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41533	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	0	0
41534	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41535	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	2	0
41536	(5) >=46	(4) alto	(4) De 2501 a 5000	0	1	0
41537	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
41538	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
41539	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	1	0
41540	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41541	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	0
41542	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
41543	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41544	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41545	sem informacao	(5) altissimo	(1) nao informado	0	2	0
41546	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	2	0
41547	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41548	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
41549	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
41550	sem informacao	(5) altissimo	(1) nao informado	0	0	1
41551	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	0
41552	sem informacao	(5) altissimo	(1) nao informado	0	0	1
41553	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	3 ou mais	0
41554	(5) >=46	(3) medio	(2) <1500	0	0	0
41555	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41556	(2) 25 a 34	(2) baixo	(2) <1500	0	0	0
41557	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
41558	(2) 25 a 34	(4) alto	(2) <1500	0	0	0
41559	(3) 35 a 39	(4) alto	(4) De 2501 a 5000	0	1	0
41560	(2) 25 a 34	(1) baissiximo	(5) 5001 a 7000	0	1	0
41561	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41562	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41563	(1) <=24	(3) medio	(3) De 1500 a 2500	0	0	0
41564	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	2	0
41565	(5) >=46	(2) baixo	(2) <1500	0	0	0
41566	(5) >=46	(4) alto	(2) <1500	0	1	1
41567	(5) >=46	(4) alto	(3) De 1500 a 2500	0	2	0
41568	(3) 35 a 39	(2) baixo	(5) 5001 a 7000	0	1	0
41569	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	1	0
41570	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	0	0
41571	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	2	0
41572	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41573	sem informacao	(5) altissimo	(1) nao informado	0	1	0
41574	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
41575	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
41576	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	0
41577	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	2	0
41578	(1) <=24	(4) alto	(5) 5001 a 7000	0	1	0
41579	sem informacao	(4) alto	(4) De 2501 a 5000	0	1	0
41580	(1) <=24	(2) baixo	(2) <1500	0	2	0
41581	(3) 35 a 39	(3) medio	(4) De 2501 a 5000	0	0	0
41582	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41583	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	2	0
41584	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41585	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
41586	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41587	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41588	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41589	(1) <=24	(4) alto	(3) De 1500 a 2500	0	1	0
41590	(5) >=46	(5) altissimo	(4) De 2501 a 5000	0	1	0
41591	(5) >=46	(4) alto	(2) <1500	0	0	0
41592	(1) <=24	(4) alto	(3) De 1500 a 2500	0	2	1
41593	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41594	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41595	sem informacao	(5) altissimo	(1) nao informado	0	0	1
41596	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	0	1
41597	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	1	0
41598	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
41599	(5) >=46	(3) medio	(3) De 1500 a 2500	0	0	1
41600	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	0	0
41601	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41602	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
41603	(1) <=24	(2) baixo	(2) <1500	0	2	0
41604	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
41605	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41606	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
41607	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	1	0
41608	(5) >=46	(4) alto	(2) <1500	0	0	0
41609	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
41610	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41611	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41612	sem informacao	(5) altissimo	(1) nao informado	0	0	1
41613	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
41614	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41615	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
41616	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	0	0
41617	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41618	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41619	(5) >=46	(5) altissimo	(1) nao informado	0	0	0
41620	(2) 25 a 34	(5) altissimo	(3) De 1500 a 2500	0	3 ou mais	0
41621	(4) 40 a 45	(3) medio	(4) De 2501 a 5000	0	1	0
41622	(3) 35 a 39	(4) alto	(3) De 1500 a 2500	0	1	0
41623	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41624	(3) 35 a 39	(3) medio	(2) <1500	0	1	0
41625	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	1	0
41626	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	0
41627	(5) >=46	(2) baixo	(2) <1500	0	0	0
41628	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
41629	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41630	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	1
41631	(4) 40 a 45	(4) alto	(3) De 1500 a 2500	0	0	0
41632	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	1	0
41633	(4) 40 a 45	(4) alto	(4) De 2501 a 5000	0	0	0
41634	(5) >=46	(4) alto	(2) <1500	0	0	0
41635	(2) 25 a 34	(4) alto	(5) 5001 a 7000	0	3 ou mais	0
41636	(2) 25 a 34	(5) altissimo	(2) <1500	0	0	1
41637	sem informacao	(2) baixo	(3) De 1500 a 2500	0	0	0
41638	(5) >=46	(4) alto	(3) De 1500 a 2500	0	0	0
41639	(1) <=24	(1) baissiximo	(5) 5001 a 7000	0	0	0
41640	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41641	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	0	1
41642	(5) >=46	(4) alto	(4) De 2501 a 5000	0	1	0
41643	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	1	1
41644	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	0	0
41645	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	0	0
41646	(3) 35 a 39	(3) medio	(5) 5001 a 7000	0	1	0
41647	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
41648	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	1	0
41649	(5) >=46	(5) altissimo	(3) De 1500 a 2500	0	1	0
41650	sem informacao	(4) alto	(3) De 1500 a 2500	0	1	0
41651	(5) >=46	(4) alto	(2) <1500	0	1	0
41652	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
41653	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	2	0
41654	(1) <=24	(4) alto	(3) De 1500 a 2500	0	2	0
41655	(5) >=46	(2) baixo	(5) 5001 a 7000	0	3 ou mais	0
41656	(1) <=24	(2) baixo	(5) 5001 a 7000	0	0	0
41657	(2) 25 a 34	(5) altissimo	(2) <1500	0	0	0
41658	(2) 25 a 34	(5) altissimo	(1) nao informado	0	0	0
41659	(2) 25 a 34	(2) baixo	(4) De 2501 a 5000	0	0	0
41660	(5) >=46	(2) baixo	(5) 5001 a 7000	0	1	0
41661	(4) 40 a 45	(5) altissimo	(3) De 1500 a 2500	0	0	0
41662	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41663	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41664	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	1	0
41665	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	0	0
41666	(2) 25 a 34	(5) altissimo	(2) <1500	0	0	0
41667	(2) 25 a 34	(5) altissimo	(4) De 2501 a 5000	0	2	1
41668	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
41669	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	1	0
41670	sem informacao	(3) medio	(3) De 1500 a 2500	0	1	0
41671	(2) 25 a 34	(4) alto	(4) De 2501 a 5000	0	0	0
41672	sem informacao	(5) altissimo	(3) De 1500 a 2500	0	0	1
41673	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	0	0
41674	sem informacao	(3) medio	(4) De 2501 a 5000	0	0	0
41675	sem informacao	(5) altissimo	(2) <1500	0	3 ou mais	1
41676	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41677	(5) >=46	(2) baixo	(5) 5001 a 7000	0	2	0
41678	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
41679	(3) 35 a 39	(1) baissiximo	(5) 5001 a 7000	0	0	1
41680	(1) <=24	(4) alto	(3) De 1500 a 2500	0	3 ou mais	1
41681	sem informacao	(5) altissimo	(1) nao informado	0	2	0
41682	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
41683	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41684	(3) 35 a 39	(5) altissimo	(4) De 2501 a 5000	0	2	0
41685	(3) 35 a 39	(2) baixo	(5) 5001 a 7000	0	1	0
41686	(5) >=46	(4) alto	(3) De 1500 a 2500	0	1	0
41687	(2) 25 a 34	(2) baixo	(5) 5001 a 7000	0	2	0
41688	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	0	0
41689	(5) >=46	(2) baixo	(5) 5001 a 7000	0	0	0
41690	(1) <=24	(5) altissimo	(3) De 1500 a 2500	0	1	0
41691	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	2	0
41692	(5) >=46	(4) alto	(4) De 2501 a 5000	0	0	0
41693	(2) 25 a 34	(4) alto	(3) De 1500 a 2500	0	0	0
41694	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41695	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
41696	sem informacao	(5) altissimo	(1) nao informado	0	0	1
41697	(4) 40 a 45	(5) altissimo	(4) De 2501 a 5000	0	1	0
41698	sem informacao	(5) altissimo	(3) De 1500 a 2500	0	0	0
41699	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	0
41700	(3) 35 a 39	(2) baixo	(3) De 1500 a 2500	0	1	0
41701	(1) <=24	(2) baixo	(3) De 1500 a 2500	0	1	1
41702	(5) >=46	(3) medio	(3) De 1500 a 2500	0	2	0
41703	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
41704	(5) >=46	(3) medio	(4) De 2501 a 5000	0	0	0
41705	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41706	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	1	0
41707	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	0	0
41708	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
41709	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41710	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	0	0
41711	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
41712	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
41713	(1) <=24	(2) baixo	(4) De 2501 a 5000	0	0	0
41714	(4) 40 a 45	(2) baixo	(3) De 1500 a 2500	0	1	0
41715	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
41716	(3) 35 a 39	(3) medio	(3) De 1500 a 2500	0	3 ou mais	1
41717	sem informacao	(5) altissimo	(1) nao informado	0	0	0
41718	(5) >=46	(2) baixo	(3) De 1500 a 2500	0	1	0
41719	(2) 25 a 34	(2) baixo	(3) De 1500 a 2500	0	1	0
41720	(5) >=46	(3) medio	(3) De 1500 a 2500	0	1	0
41721	(4) 40 a 45	(2) baixo	(4) De 2501 a 5000	0	3 ou mais	0
41722	(5) >=46	(1) baissiximo	(5) 5001 a 7000	0	0	0
41723	(5) >=46	(2) baixo	(3) De 1500 a 2500	1	0	0
41724	(2) 25 a 34	(3) medio	(3) De 1500 a 2500	0	1	0
41725	(1) <=24	(4) alto	(3) De 1500 a 2500	0	0	1
41726	(4) 40 a 45	(3) medio	(3) De 1500 a 2500	0	0	0
41727	(5) >=46	(2) baixo	(4) De 2501 a 5000	0	1	0
